@relation 'pancan_weka_ready-weka.filters.unsupervised.attribute.Remove-V-R7965,18382,17110,5408,6594,18747,8350,6817,5578,5577,7993,7897,12569,7966,15898,17905,11394,7422,6837,8004,3542,16373,12978,11125,2779,16343,7793,9178,17907,629,11911,6585,17802,16450,11260,10842,2640,4225,11551,8777,6831,204,15804,2130,7933,952,5633,18336,7955,12996,9185,9653,8014,6595,149,18811,15474,8005,18754,15913,90,6877,2319,3541,16339,8003,17586,776,17739,3922,19607,10291,5753,18217,15901,1510,224,5658,18291,5989,2168,2074,743,12079,5022,8006,1059,6927,19160,2775,13162,3731,1859,18637,14428,17317,3473,3462,5626,13508,20532'

@attribute gene_7964 numeric
@attribute gene_18381 numeric
@attribute gene_17109 numeric
@attribute gene_5407 numeric
@attribute gene_6593 numeric
@attribute gene_18746 numeric
@attribute gene_8349 numeric
@attribute gene_6816 numeric
@attribute gene_5577 numeric
@attribute gene_5576 numeric
@attribute gene_7992 numeric
@attribute gene_7896 numeric
@attribute gene_12568 numeric
@attribute gene_7965 numeric
@attribute gene_15897 numeric
@attribute gene_17904 numeric
@attribute gene_11393 numeric
@attribute gene_7421 numeric
@attribute gene_6836 numeric
@attribute gene_8003 numeric
@attribute gene_3541 numeric
@attribute gene_16372 numeric
@attribute gene_12977 numeric
@attribute gene_11124 numeric
@attribute gene_2778 numeric
@attribute gene_16342 numeric
@attribute gene_7792 numeric
@attribute gene_9177 numeric
@attribute gene_17906 numeric
@attribute gene_628 numeric
@attribute gene_11910 numeric
@attribute gene_6584 numeric
@attribute gene_17801 numeric
@attribute gene_16449 numeric
@attribute gene_11259 numeric
@attribute gene_10841 numeric
@attribute gene_2639 numeric
@attribute gene_4224 numeric
@attribute gene_11550 numeric
@attribute gene_8776 numeric
@attribute gene_6830 numeric
@attribute gene_203 numeric
@attribute gene_15803 numeric
@attribute gene_2129 numeric
@attribute gene_7932 numeric
@attribute gene_951 numeric
@attribute gene_5632 numeric
@attribute gene_18335 numeric
@attribute gene_7954 numeric
@attribute gene_12995 numeric
@attribute gene_9184 numeric
@attribute gene_9652 numeric
@attribute gene_8013 numeric
@attribute gene_6594 numeric
@attribute gene_148 numeric
@attribute gene_18810 numeric
@attribute gene_15473 numeric
@attribute gene_8004 numeric
@attribute gene_18753 numeric
@attribute gene_15912 numeric
@attribute gene_89 numeric
@attribute gene_6876 numeric
@attribute gene_2318 numeric
@attribute gene_3540 numeric
@attribute gene_16338 numeric
@attribute gene_8002 numeric
@attribute gene_17585 numeric
@attribute gene_775 numeric
@attribute gene_17738 numeric
@attribute gene_3921 numeric
@attribute gene_19606 numeric
@attribute gene_10290 numeric
@attribute gene_5752 numeric
@attribute gene_18216 numeric
@attribute gene_15900 numeric
@attribute gene_1509 numeric
@attribute gene_223 numeric
@attribute gene_5657 numeric
@attribute gene_18290 numeric
@attribute gene_5988 numeric
@attribute gene_2167 numeric
@attribute gene_2073 numeric
@attribute gene_742 numeric
@attribute gene_12078 numeric
@attribute gene_5021 numeric
@attribute gene_8005 numeric
@attribute gene_1058 numeric
@attribute gene_6926 numeric
@attribute gene_19159 numeric
@attribute gene_2774 numeric
@attribute gene_13161 numeric
@attribute gene_3730 numeric
@attribute gene_1858 numeric
@attribute gene_18636 numeric
@attribute gene_14427 numeric
@attribute gene_17316 numeric
@attribute gene_3472 numeric
@attribute gene_3461 numeric
@attribute gene_5625 numeric
@attribute gene_13507 numeric
@attribute Class {PRAD,LUAD,BRCA,KIRC,COAD}

@data
0,9.243119,13.095339,11.640141,12.920576,13.161727,0.602552,0,3.506919,5.050545,8.555831,0,3.906592,0,1.353436,10.479942,9.90384,10.795269,13.223943,1.026304,9.985785,2.62854,1.353436,9.97974,7.439856,3.439583,1.026304,2.502229,9.085472,0,6.970589,8.557816,0,5.116706,10.016432,4.442021,2.952184,13.617904,1.353436,7.299739,7.539702,4.003035,9.80028,0,11.415594,5.636042,11.619133,10.723217,10.57518,0,0,10.46627,4.407196,0,0.602552,0,4.634977,2.363788,8.043465,8.598905,9.701339,13.140764,0,2.852159,12.32141,5.072938,10.16975,10.507953,10.976564,1.844787,8.875193,5.845641,9.465699,9.10462,0,4.634977,4.541719,10.386251,7.567568,6.651531,7.796741,9.186483,0.602552,0,4.219223,0,3.85584,2.744678,0.602552,9.391918,6.073726,6.051346,0,2.039279,11.912249,3.045723,8.774833,0.602552,9.1019,10.948075,BRCA
12.46926,2,2,9.151017,1.321928,7.016808,7.573647,13.750393,8.442943,8.709084,3.70044,10.184875,6.988685,10.011926,1.584963,4.954196,3.087463,2.807355,6.900867,4.129283,1.584963,11.879775,10.403545,7.392317,9.23721,14.093376,12.011402,0,1.584963,10.310045,5.357552,8.569856,7.531381,11.322773,6.643856,11.475227,10.021841,8.333155,4.247928,11.114393,13.416798,3.392317,11.085472,11.411776,8.875027,6.930737,9.666224,7.447083,12.923142,1.584963,2,2,9.349834,3.584963,10.129283,4.426265,9.399812,6.189825,2.70044,4.523562,9.839991,6.285402,2.807355,1.321928,10.435149,10.238405,3.584963,15.077859,8.629357,11.308055,3.088311,0,4.357552,15.369376,5.087463,12.011227,9.555548,2.484138,11.449149,10.095397,8.714246,6.629357,7.103288,10.184875,9.820977,5.629357,10.695228,7.573647,11.763627,0,9.227616,1.584963,9.798472,7.174926,6.400879,1.584963,13.041402,13.344365,3.087463,2.459432,KIRC
0,8.514903,11.588719,10.952712,12.780796,13.506432,0.83374,3.7842,2.509341,3.14122,8.718838,2.134155,1.498404,0.334339,3.987603,10.496894,10.415531,11.395025,12.507393,1.030689,7.71869,3.7842,3.889483,9.931009,7.373283,8.123138,1.204015,2.859592,8.557464,0.83374,5.208845,4.186651,0,4.965678,9.578361,6.014009,4.228596,11.272105,2.806819,6.350032,7.827031,6.173655,8.931781,1.625738,11.105987,5.717805,12.435665,9.060658,9.815591,0,0.334339,10.365076,3.610287,4.379725,0.334339,1.498404,4.227387,1.030689,9.290095,9.431915,6.964156,13.733503,0.334339,7.011574,11.089345,4.716629,10.971199,9.728699,11.514024,0,8.500527,6.663786,5.307133,8.977277,4.687721,7.823711,4.011129,9.429189,8.271244,5.760069,6.093288,8.594914,2.134155,0,6.750191,0.605494,2.752021,3.05332,1.625738,9.429189,5.103363,4.866003,0,0.334339,9.56799,4.034269,7.482493,2.573956,9.459964,10.187748,BRCA
9.272924,11.593517,10.048283,9.862431,10.007224,9.319467,1.09943,5.580459,1.716069,1.836369,4.723826,9.766796,1.947367,0,12.197229,8.994551,6.870155,10.077563,10.966505,1.09943,16.803652,7.984418,0,8.809447,9.961244,1.655856,4.269265,3.668187,8.774112,3.635395,6.282555,7.412815,6.629153,8.764666,9.688044,7.497365,9.393026,8.966814,13.952705,8.049642,9.288167,6.58261,10.709497,2.684325,12.047867,5.903248,13.170188,7.575063,10.295895,1.584818,0.362554,3.850669,6.901531,8.993742,4.73934,10.071449,4.37236,0.651959,6.547792,7.80991,10.155881,6.603953,6.565306,16.357157,11.480513,8.367991,9.146273,10.86564,9.954614,1.947367,10.283922,3.459248,9.647509,9.324617,8.40979,9.918018,1.584818,8.718451,6.733531,8.955237,10.296549,8.870599,1.716069,3.850669,7.837199,2.747065,8.494508,9.873898,3.421277,9.446583,8.205764,1.09943,3.821812,0.362554,9.806919,11.049542,9.636677,4.087268,9.705921,10.06415,LUAD
0.936968,7.464203,6.130198,8.854307,7.659561,9.204412,0,2.354791,3.525655,3.923596,9.999169,4.657303,1.245922,0,2.219711,12.760044,8.404741,11.082994,9.939279,3.525655,12.816966,4.46162,3.276154,8.246494,7.143383,2.07063,1.71642,7.293895,8.607767,6.653632,5.517597,6.42707,0.543199,3.966421,7.54413,2.697551,7.672553,8.732425,3.833922,5.873154,7.52277,4.048445,10.785125,2.697551,11.678715,4.630924,14.05256,9.986866,8.65435,0,3.05589,9.648456,7.802335,3.581821,6.221429,0,3.738303,4.941158,8.301889,6.872102,8.953446,8.026335,0,6.593424,10.284778,7.51918,9.631923,11.134959,9.271059,0.936968,12.202739,6.954185,7.343479,12.638321,5.718882,4.8062,2.592086,8.821146,6.52344,5.693612,12.357907,8.17981,0,0.543199,2.07063,3.833922,5.971047,2.478325,0,5.768129,7.124597,6.872102,0,2.219711,12.408531,4.548751,8.68031,0.936968,10.718173,10.798893,BRCA
0,7.106149,7.495727,12.153935,5.209173,13.747123,0,3.530807,4.800879,5.092267,7.526092,0.5655,2.124096,0,1.765323,11.179847,6.767893,11.042166,9.441743,2.650512,1.545771,3.5895,0,8.620322,6.59247,1.765323,1.286704,4.265767,11.77016,0,5.964114,7.695987,1.765323,6.272484,8.525936,4.800879,4.229311,10.090615,0.970706,7.544756,8.837278,2.411182,8.725588,1.286704,11.852354,4.942702,12.510683,9.610663,9.84702,0,1.545771,7.709277,4.497976,0,4.825506,1.286704,5.112421,4.724372,9.281874,8.778577,6.996558,9.162507,0,1.955834,11.913275,6.236207,10.224532,10.222215,9.254929,0,9.407419,0,9.974988,9.071497,2.756767,7.392378,3.268779,8.249346,7.303132,7.971716,10.747404,9.828102,0.5655,0,4.987043,0.5655,8.065158,0.970706,4.265767,4.467006,8.115954,8.418747,0,0.970706,10.633032,1.955834,9.543594,0.5655,8.499399,10.823877,BRCA
8.443499,14.469813,13.224091,7.480879,13.419908,7.950031,8.265821,3.447315,0.772055,1.043764,11.722197,0.772055,10.939983,0,8.006702,8.9533,5.171199,11.903694,5.766394,8.210024,3.887564,14.113351,2.73589,6.207397,6.74834,4.712953,2.065124,13.154633,9.128613,1.937683,14.32109,15.444714,7.702935,0.437121,4.329719,2.949217,0,12.028448,2.290542,6.767205,4.907674,15.243271,7.449099,4.519737,9.353601,10.820865,11.652227,10.393337,7.755856,14.325797,6.054493,7.380288,7.333576,0.772055,5.959244,9.653413,3.35054,7.906007,11.886135,12.017163,14.971023,6.528182,3.191989,1.043764,13.701436,8.804822,12.548603,8.575146,11.232523,0,12.027726,8.870645,3.987503,6.729226,4.403943,5.510519,3.299596,10.512059,5.607943,2.485453,12.88331,8.462437,0.437121,0,4.329719,7.047462,2.881547,1.272262,0,11.010969,11.3733,9.286549,0,0,9.628477,7.248848,6.709842,1.043764,10.963698,10.776441,PRAD
9.166914,12.286488,6.574754,5.131799,10.008176,3.521088,10.817375,4.811173,0,0.905659,0.905659,8.744659,4.273561,10.822953,4.456852,8.71498,11.425856,10.531849,9.720749,8.910939,11.158982,3.725425,0.905659,8.260576,10.909998,9.461694,6.65196,9.048171,5.666237,7.485153,3.817664,4.669826,2.167807,1.457699,10.600814,9.515708,9.082881,8.099937,2.997636,9.101902,0.905659,7.485153,12.077907,6.147083,13.405008,2.167807,15.024131,7.675908,8.158438,0,5.201944,0,9.539607,8.39016,0.905659,12.257703,0.905659,8.20615,4.513118,5.167298,7.887574,2.997636,6.074152,14.135653,9.813284,10.288612,10.261155,11.751611,6.70123,10.038439,11.413988,5.715026,10.862064,8.650596,0.905659,2.424062,1.457699,9.625062,6.18221,6.783588,9.61063,7.950048,9.684458,0,2.424062,7.533563,10.212071,9.04579,1.85603,10.110875,8.3366,6.794988,0,9.399248,8.957305,9.3576,9.745913,8.93431,10.264231,12.550148,COAD
1.544683,7.714204,13.73471,13.256919,13.53171,13.157612,0.468323,4.41442,4.585473,4.967837,7.665982,0.821302,2.670999,0,3.115949,12.309442,11.103439,11.232283,11.873948,2.835035,7.461463,2.154227,0,9.955701,6.129811,1.881391,0.468323,6.557418,8.523507,0.468323,4.19033,5.150267,1.104605,3.404208,8.514458,6.744471,2.273456,13.180379,3.730227,5.944603,3.850159,5.165763,9.886687,1.722859,10.805389,4.717506,11.353737,9.918477,8.406099,0,2.91056,8.269346,3.960892,0.468323,0,2.273456,4.562242,3.960892,6.08161,9.629557,5.87089,13.478706,0,2.835035,12.422304,6.097855,10.158597,10.717736,10.153742,0.821302,6.875903,6.545621,5.2982,8.62928,6.18408,4.818989,1.104605,10.141954,6.08161,6.356026,10.579599,9.040961,1.34136,0,3.553029,7.139234,5.326052,0,0.468323,8.933044,5.165763,6.236382,0,0,10.604683,2.154227,6.17645,1.544683,7.668708,11.057193,BRCA
10.998111,6.418782,6.464057,9.604296,6.809273,8.440466,4.750178,11.453759,8.200727,8.313255,5.565868,4.328628,6.395599,3.302261,1.898247,7.021013,4.855875,4.889454,5.813358,5.864909,0,11.47015,9.533051,5.994,10.22936,7.715049,4.173719,6.286404,4.227225,3.654458,5.994,10.146734,6.168263,6.699968,3.48908,8.253257,11.035954,10.047042,5.4581,11.135203,13.971885,1.241108,9.921802,3.398692,8.862238,7.102018,11.824688,8.041823,10.195372,2.690462,1.241108,5.076003,9.263753,8.821503,9.657645,8.565178,9.704383,7.036086,0.750092,5.104878,9.06319,8.325571,1.898247,2.529396,10.998111,9.862802,5.606818,12.985141,8.7751,9.820996,11.792701,1.606774,5.830747,12.042289,5.502178,7.116271,6.181878,4.512271,10.71819,9.198273,2.966984,6.927126,2.140615,7.483614,5.759899,0,7.283459,6.98264,8.838794,2.690462,11.543834,0.750092,7.929288,5.266948,5.160948,0,13.793542,8.015454,1.606774,4.855875,KIRC
6.316884,9.572033,6.77947,5.440799,11.291125,8.216421,2.0268,6.00777,0,0,5.440799,5.595608,0,4.745791,16.900159,6.021493,4.902329,10.648304,11.637585,0.691534,14.523942,8.655402,2.708209,8.83666,8.320002,2.407353,4.033441,0,8.958002,4.643002,5.613841,3.066967,6.803498,5.312716,10.177208,8.442375,5.993914,7.48665,12.119573,7.037613,5.070188,7.135514,10.004852,0,10.258342,5.816359,13.673011,7.824685,9.576688,1.508429,0,5.7354,0.691534,6.114069,5.043533,4.326624,7.238987,0.691534,7.75657,12.296492,9.792154,7.828594,4.841737,14.120424,9.328823,1.157044,8.705145,9.986596,11.179642,2.0268,5.560504,3.593366,9.279706,8.773647,10.542809,1.790772,2.837963,8.867819,7.351929,9.090853,13.643011,7.456658,6.349892,0,1.508429,0.691534,6.248512,5.64963,1.157044,8.011635,9.525838,1.157044,0,2.229588,9.132554,5.399356,9.541401,0.691534,10.239443,10.010878,LUAD
7.089488,13.49759,13.863141,6.245557,12.757486,7.890404,7.275286,2.367287,1.168578,1.622884,11.429877,2.113634,15.287507,0.501821,7.411943,8.320286,7.390642,10.794716,5.898503,10.626877,5.150795,12.335337,2.85591,7.404878,5.693454,4.962304,0.873341,14.865405,8.791749,2.367287,14.506115,15.650017,8.726658,1.168578,4.106265,2.85591,0.501821,13.123213,4.174319,5.572556,6.498798,15.313854,8.025511,4.526482,9.590323,9.882661,13.824233,11.870176,7.93277,9.443132,6.719854,5.099207,9.228823,0.873341,8.190719,12.333941,3.012837,8.894945,12.002727,10.396969,11.70096,7.966753,1.41354,6.409842,12.807232,10.751511,12.294227,9.884567,10.351293,0,10.868977,10.644235,5.794221,7.517244,6.402767,5.53422,2.679807,11.209636,5.200602,3.343607,12.729748,6.637867,0,0.501821,3.012837,8.004636,3.562584,3.08534,0.501821,10.363653,11.585221,10.318306,1.168578,0,9.414398,7.831028,7.141423,0.501821,9.844004,11.301188,PRAD
0,8.810417,12.823584,14.612655,12.399078,12.437682,0.773406,0.437973,3.626381,3.450327,9.04935,2.18482,2.95211,0,3.496398,12.187095,11.827168,11.45581,11.806747,1.471656,15.173857,2.95211,3.990619,10.251423,6.304292,3.018652,0,3.302582,9.09965,0.437973,6.132602,7.478454,0,2.813402,8.522511,5.202496,5.568704,11.845917,1.940129,7.172808,8.800123,5.600692,8.570406,1.645241,12.423405,5.071673,13.449497,10.438553,9.686844,0,0,7.179879,3.541044,0.773406,0.437973,6.132602,2.393993,3.137962,11.453626,8.816104,6.921651,11.127943,0,10.517118,11.743088,4.858936,11.741892,11.00012,11.756756,0.773406,9.426646,5.682672,10.126988,8.017933,3.137962,4.500483,4.022448,12.113687,7.081308,6.713132,10.160464,10.900852,2.95211,0,3.137962,0.437973,4.63012,9.07993,2.488181,11.407278,9.134662,7.701334,0,0.437973,12.005505,9.738672,6.231252,0,9.666838,10.625389,BRCA
4.173863,14.780571,13.67685,6.708836,13.730035,8.801695,8.445185,2.786931,0,0.727441,10.250358,2.91789,11.652558,0,14.617622,8.770925,5.160037,12.180425,5.26217,10.274238,8.824828,8.70979,2.642909,6.91102,6.192413,4.066726,1.857185,13.624556,9.064543,1.569102,14.49749,12.535931,7.491981,2.097173,6.33985,5.489748,0.727441,12.692463,4.065029,4.275059,5.686271,13.347981,6.965022,2.302875,9.273856,9.183209,13.386118,9.273108,7.175994,9.7024,7.175994,7.651052,9.300371,0.727441,8.589696,11.520319,2.302875,9.32713,11.344851,10.867696,13.179351,6.887245,0.727441,13.093528,12.385107,10.91354,13.512444,10.190899,10.372419,0,10.217594,10.122103,4.007375,6.813461,4.991848,5.237307,1.857185,11.207582,4.89978,2.302875,13.252037,8.554903,0,1.208829,4.89978,9.69785,2.786931,3.947311,3.037927,9.887571,9.826366,9.313813,0,2.302875,10.34213,9.428086,6.744565,0,11.090126,11.605669,PRAD
0,10.009157,11.101345,11.688224,12.899872,13.273605,0.363564,0.363564,5.668772,6.595883,7.820134,1.282796,3.173959,0,1.443448,9.401445,11.475414,11.018861,11.997225,1.587989,14.137968,2.811245,3.766712,10.571705,6.475584,1.950916,0,6.428355,10.346137,0.653702,7.934416,4.819075,1.101986,2.751099,8.954984,8.590029,0.363564,10.546875,2.688337,6.976868,5.097918,6.521318,10.086879,2.868983,9.327923,5.793295,12.933349,9.389165,8.947465,0,4.067277,10.880288,5.15706,0,0.895147,0,6.621306,4.728394,5.58511,9.531175,7.628664,13.302011,0,10.65418,15.213499,6.484849,12.015917,11.298091,12.885408,1.101986,8.207937,6.227793,3.991318,8.127169,3.463557,6.058206,4.315899,9.590303,6.02684,7.025284,9.050877,9.105196,1.443448,0,4.904393,5.351893,6.249694,7.812793,1.443448,10.258719,8.312865,6.271269,0,0.363564,10.494246,2.751099,7.881041,0.895147,9.957694,9.11343,BRCA
0.864889,6.200402,11.520653,11.90081,12.821489,14.086418,0.864889,1.792231,3.764622,5.115541,9.107832,0.864889,2.567326,0,0.349026,10.809101,11.808152,10.932237,13.424481,1.792231,10.155122,2.920179,1.673466,10.167882,6.381825,1.244035,0,5.545724,9.16605,0,6.303994,6.094582,0.349026,4.567983,9.149455,1.673466,2.569321,10.935268,2.499093,5.635844,4.996886,5.627881,10.459657,1.673466,10.316236,6.162313,11.969872,8.689848,9.416004,0,1.54404,10.807121,5.955143,0,2.694769,1.401849,4.72555,3.159952,5.033516,8.080119,6.981465,13.432216,0,8.860128,15.020338,6.156789,11.098506,10.246384,14.686566,0,9.456451,7.741184,5.46756,8.101844,1.54404,5.698021,4.551239,8.844533,6.53872,6.395962,9.516476,10.075024,0,0,3.674709,2.27268,5.171399,1.066881,0.864889,9.243014,6.464642,2.188528,0,0.629939,9.785281,3.611491,6.40531,0.629939,9.946446,10.252228,BRCA
0,6.60027,4.954545,10.57991,5.451564,12.586439,0,2.644156,2.954513,3.523888,7.581562,2.954513,2.000289,0.80752,1.322159,10.426359,7.801256,10.327912,9.927768,1.322159,4.000343,3.61504,0.80752,7.957462,6.357909,1.402122,0.80752,2.000289,10.352959,0.80752,7.095756,7.308694,0.80752,6.357909,6.892136,6.901229,0.80752,8.805299,2.954513,7.922198,8.01717,5.801254,9.40124,0,10.471726,6.508151,12.89072,9.638344,9.207986,0,0,5.983349,4.357897,0,1.322159,1.322159,4.248269,2.45972,7.541453,8.300714,8.746034,9.284607,0,0,11.004403,5.349079,9.888343,10.140229,10.079511,0,8.108624,1.700706,9.053608,8.314375,3.426587,6.910253,4.508137,7.301853,6.748555,6.371043,8.502195,8.892142,0,0,5.238756,0.80752,7.005984,0,2.248201,5.451564,6.317769,4.409737,0,1.322159,9.83246,2.000289,8.53174,0,8.487193,8.812537,BRCA
0,3.116797,12.00922,11.23462,13.258498,13.236641,0,1.341929,2.671792,3.888919,8.415184,0.82171,3.296575,1.105142,2.983149,10.735658,11.253564,10.39279,11.64202,2.911385,14.332855,3.50598,3.35184,8.817316,7.24973,1.341929,0,5.784135,9.950538,0.468531,8.889166,7.556583,0.468531,2.274202,8.812434,5.833513,1.545277,11.761007,3.92581,6.698218,5.270734,4.914732,10.517748,0.82171,10.75437,6.473691,11.452952,7.736084,9.982081,0,2.154972,10.563463,4.191231,0,0,1.545277,5.590925,3.772213,1.545277,8.839273,7.096346,13.951476,0,12.826139,17.036624,6.473691,11.158679,10.219749,14.060612,1.105142,10.046292,4.191231,5.9634,8.445673,4.69724,4.441045,4.097333,8.655169,5.299135,6.130754,10.114315,8.827136,0.468531,0,2.911385,2.024958,6.041118,1.545277,0,9.716593,5.624978,1.882095,0,0,9.29289,4.221227,8.882145,1.105142,8.198622,9.906225,BRCA
10.507081,6.20856,3.53097,9.381947,4.336176,8.157938,0.97078,12.061729,6.384627,7.400768,8.303119,8.292115,6.4174,9.554857,0.565597,5.20934,2.85589,2.650673,6.947082,3.899069,0,11.698605,9.218374,5.556929,10.061925,12.500536,0.97078,0.565597,1.955982,8.322717,3.803124,12.135607,7.495903,7.570653,2.650673,9.892336,10.079978,8.669055,2.948507,11.559855,10.186597,2.535953,10.839999,9.794366,8.144837,8.572321,9.526971,7.09623,13.561383,2.948507,0,3.752642,8.55217,7.307674,6.676267,4.987207,9.872529,6.648927,0.565597,6.526581,9.301931,6.548939,1.76545,0,10.815623,9.191387,6.662661,14.00169,9.83663,9.192571,3.990338,1.286822,4.22948,12.808278,4.558157,11.663176,10.551131,2.650673,12.028966,8.377879,1.54587,7.194048,7.507367,10.995626,10.168058,4.403159,11.451778,10.197254,11.782376,0.97078,9.853943,0,10.104061,6.81802,4.897129,1.54587,13.501091,11.330374,1.76545,4.192084,KIRC
9.336765,12.905618,4.990651,7.72694,12.197757,8.180625,5.73314,5.435482,0.605874,1.851839,7.440919,6.327901,0.605874,2.046666,14.669228,5.568364,8.561582,9.096586,7.57727,0.605874,15.62797,10.205867,0.605874,9.625018,9.527383,1.851839,6.072189,0,9.639252,3.142217,7.712651,6.495829,9.283387,8.466864,8.913521,7.833118,6.337245,7.913386,15.863419,7.0387,6.072189,6.913129,11.621736,2.510278,10.204852,7.96854,12.420816,5.955701,9.450906,0,0,1.851839,1.851839,8.256454,7.241392,9.235473,4.867091,0.605874,5.704546,8.96415,12.338742,6.383074,7.751604,11.700093,11.8199,2.860566,9.226704,12.254338,10.143995,2.510278,6.624725,1.626533,9.490175,8.918198,13.827085,7.865764,5.189453,4.841057,8.941356,9.61353,13.463039,9.547646,2.046666,0,7.132916,0,7.201026,6.127086,0.605874,7.396913,7.67998,1.359409,0,0,10.005821,6.26075,9.106181,0,9.121135,9.219144,LUAD
0.445727,7.340482,12.138422,12.762471,12.416132,11.698609,1.291486,1.665256,4.482558,5.285609,9.790554,1.291486,2.31658,0,2.09004,10.172227,10.529928,10.112622,11.92013,2.977683,7.804802,4.360765,6.850237,10.394891,7.745204,1.510759,1.490467,6.571511,9.752919,1.490467,9.867476,4.227741,2.31658,2.31658,9.132657,3.952175,3.053233,11.214204,2.977683,6.747065,4.814904,5.159791,10.131831,1.82118,10.739131,6.232688,11.179051,9.505986,10.264267,0,3.694278,10.663425,5.363781,0,4.199594,3.042504,4.796229,4.616317,4.170886,8.372726,7.233514,13.273294,0.445727,4.199594,12.192638,7.264405,9.632428,10.812859,12.346048,2.207768,8.626377,8.05895,4.98943,9.444361,4.814904,7.271183,6.457299,9.189214,9.405618,7.068252,9.897352,8.492102,0,0,5.005777,2.417785,6.063425,3.847245,0,9.026512,7.102847,3.27605,0,0.785676,10.539081,4.282432,7.680493,0.445727,9.719863,10.985301,BRCA
12.029467,6.830775,0.418784,9.187387,0,8.434199,7.144159,12.929057,9.451675,10.831165,5.324465,9.836211,5.872708,11.959937,0,4.658246,1.885379,4.1571,6.624627,2.951644,0,13.314484,9.062991,5.792923,9.286424,15.117197,11.690496,0.418784,2.127006,10.694166,3.786481,9.969646,5.517156,11.154318,5.39545,10.650388,9.815782,7.794091,9.155362,10.541474,12.228999,4.921379,10.362963,11.341035,8.061474,7.708401,8.845732,6.490551,13.443384,1.424438,0,1.747473,7.634521,0.742955,9.501465,6.051848,11.372713,4.619237,2.427231,5.184495,10.84971,6.856152,0.418784,0,10.32974,8.990325,6.198003,14.694429,9.989863,9.836211,3.428625,0,2.234195,12.671333,5.102011,12.374458,11.82983,3.855242,11.931982,9.948661,6.701341,6.7245,9.90219,10.006971,11.809531,3.714278,10.916596,9.535911,10.814526,1.594978,9.680303,0.418784,10.086879,7.731448,3.598711,2.234195,13.399225,11.720612,4.821807,2.127006,KIRC
0.386149,8.166444,11.434633,12.385318,12.346403,14.062889,0.386149,1.788644,3.116315,4.135108,9.112072,0.690372,1.654481,1.341587,4.232523,11.166446,10.536247,10.635047,13.004401,1.5065,11.515192,4.057468,3.064331,10.692328,7.247719,2.265497,0,6.058953,9.76087,0.690372,7.773963,5.698769,0.690372,5.396437,9.213245,4.135108,3.553397,10.756973,2.129448,6.554288,6.99355,6.600643,10.652209,2.705668,10.468573,6.091778,11.148655,9.753708,10.618808,0,2.563134,10.663985,5.517354,0,2.771991,4.490609,5.890072,4.003278,8.333585,8.882762,7.741231,13.24068,0,11.541716,12.948484,6.045609,10.901681,10.535654,12.652289,0.941557,7.373692,4.97176,6.01855,8.207459,4.928801,6.756169,4.409608,8.504231,6.747965,7.581683,7.947199,9.71683,0,0,4.510171,0.941557,5.836846,3.662308,0.386149,8.911548,5.867501,10.529675,0,0,10.245232,1.788644,8.404546,0.386149,7.606879,10.851054,BRCA
0,2.153838,10.545476,11.047519,12.349619,15.335949,0.757023,1.618239,4.34485,5.017722,10.742537,1.446256,2.261561,1.025029,3.920789,11.113423,9.937333,10.675331,12.69328,1.025029,5.653516,2.261561,2.917451,9.841816,5.847521,2.111833,0.757023,2.543521,8.46314,0.427606,5.2963,4.076414,0.427606,1.910733,9.815577,2.153838,1.029912,10.051481,1.771886,5.653516,5.485936,2.626462,9.61247,1.446256,10.010458,5.002275,11.650329,9.113859,9.114757,0,0.427606,10.075666,3.266817,0,0.427606,0.427606,4.528596,1.618239,2.037417,10.490841,6.524841,14.586893,0,0.757023,16.496523,4.462406,9.883546,10.066412,14.593992,3.414163,7.759635,3.043537,7.646832,8.064419,5.864706,3.21414,3.3667,8.902339,5.452223,5.35828,7.100946,9.482824,0,0,2.917451,1.025029,2.455518,0.427606,0.427606,5.321412,4.216866,0,0,0,9.16331,2.361796,9.251698,0,7.060501,9.536758,BRCA
8.053546,4.245397,7.274373,6.93011,10.021147,8.368664,1.859691,3.730086,1.4609,2.024142,7.538577,7.418072,1.210763,3.866374,3.411521,10.027823,4.105494,10.607478,7.203231,1.210763,13.961404,4.860248,0.524264,8.599693,10.866097,2.645817,0.524264,1.210763,9.02921,7.286576,7.659204,5.457621,4.342078,3.350851,10.968084,4.545277,3.525706,8.993686,3.350851,7.548745,9.131947,7.020524,12.273516,0.524264,12.201524,5.428558,12.228909,9.628509,11.069819,0.524264,0,1.859691,1.859691,6.263235,2.024142,11.464178,1.4609,1.859691,2.428169,5.527815,6.855641,7.384413,0.524264,14.622263,10.732388,3.350851,8.627136,11.760491,8.012518,2.024142,8.444116,2.024142,5.043935,8.353279,4.598437,11.082708,3.221258,9.074476,6.505153,4.985264,10.463565,7.414372,1.4609,0,7.51112,0,3.078883,10.667404,0,7.155243,4.816042,0.524264,0,8.573382,12.406856,7.465346,7.044667,6.24668,8.910736,11.934513,LUAD
